,City,Year,Month,Temperature,Energy,MonthNo,LogEnergy
414,"Jacksonville, Florida",1,Jul,33,1,7,0.6931471805599453
415,"Jacksonville, Florida",1,Aug,33,0,8,0.0
416,"Jacksonville, Florida",1,Sep,31,1,9,0.6931471805599453
417,"Jacksonville, Florida",1,Oct,27,1,10,0.6931471805599453
418,"Jacksonville, Florida",1,Nov,23,2,11,1.0986122886681098
419,"Jacksonville, Florida",1,Dec,19,2,12,1.0986122886681098
420,"Jacksonville, Florida",2,Jan,5,7,1,2.0794415416798357
421,"Jacksonville, Florida",2,Feb,7,12,2,2.5649493574615367
422,"Jacksonville, Florida",2,Mar,10,8,3,2.1972245773362196
423,"Jacksonville, Florida",2,Apr,13,5,4,1.791759469228055
424,"Jacksonville, Florida",2,May,17,2,5,1.0986122886681098
425,"Jacksonville, Florida",2,Jun,21,1,6,0.6931471805599453
426,"Jacksonville, Florida",2,Jul,23,1,7,0.6931471805599453
427,"Jacksonville, Florida",2,Aug,23,2,8,1.0986122886681098
428,"Jacksonville, Florida",2,Sep,21,2,9,1.0986122886681098
429,"Jacksonville, Florida",2,Oct,16,0,10,0.0
430,"Jacksonville, Florida",2,Nov,11,3,11,1.3862943611198906
431,"Jacksonville, Florida",2,Dec,7,4,12,1.6094379124341003
432,"Kansas City, Missouri",1,Jan,4,20,1,3.044522437723423
433,"Kansas City, Missouri",1,Feb,7,14,2,2.70805020110221
434,"Kansas City, Missouri",1,Mar,13,6,3,1.9459101490553132
435,"Kansas City, Missouri",1,Apr,19,2,4,1.0986122886681098
436,"Kansas City, Missouri",1,May,24,4,5,1.6094379124341003
437,"Kansas City, Missouri",1,Jun,29,0,6,0.0
438,"Kansas City, Missouri",1,Jul,32,1,7,0.6931471805599453
439,"Kansas City, Missouri",1,Aug,31,3,8,1.3862943611198906
440,"Kansas City, Missouri",1,Sep,27,1,9,0.6931471805599453
441,"Kansas City, Missouri",1,Oct,20,3,10,1.3862943611198906
442,"Kansas City, Missouri",1,Nov,12,6,11,1.9459101490553132
443,"Kansas City, Missouri",1,Dec,5,14,12,2.70805020110221
444,"Kansas City, Missouri",2,Jan,-5,31,1,3.4657359027997265
445,"Kansas City, Missouri",2,Feb,-3,32,2,3.4965075614664802
446,"Kansas City, Missouri",2,Mar,2,15,3,2.772588722239781
447,"Kansas City, Missouri",2,Apr,8,6,4,1.9459101490553132
448,"Kansas City, Missouri",2,May,14,7,5,2.0794415416798357
449,"Kansas City, Missouri",2,Jun,19,1,6,0.6931471805599453
450,"Kansas City, Missouri",2,Jul,22,1,7,0.6931471805599453
451,"Kansas City, Missouri",2,Aug,21,3,8,1.3862943611198906
452,"Kansas City, Missouri",2,Sep,16,4,9,1.6094379124341003
453,"Kansas City, Missouri",2,Oct,9,6,10,1.9459101490553132
454,"Kansas City, Missouri",2,Nov,3,22,11,3.1354942159291497
455,"Kansas City, Missouri",2,Dec,-4,27,12,3.332204510175204
456,"Las Vegas, Nevada",1,Jan,14,12,1,2.5649493574615367
457,"Las Vegas, Nevada",1,Feb,17,6,2,1.9459101490553132
458,"Las Vegas, Nevada",1,Mar,21,2,3,1.0986122886681098
459,"Las Vegas, Nevada",1,Apr,26,6,4,1.9459101490553132
460,"Las Vegas, Nevada",1,May,32,1,5,0.6931471805599453
461,"Las Vegas, Nevada",1,Jun,37,0,6,0.0
462,"Las Vegas, Nevada",1,Jul,40,0,7,0.0
463,"Las Vegas, Nevada",1,Aug,39,0,8,0.0
464,"Las Vegas, Nevada",1,Sep,34,2,9,1.0986122886681098
465,"Las Vegas, Nevada",1,Oct,27,1,10,0.6931471805599453
466,"Las Vegas, Nevada",1,Nov,19,9,11,2.302585092994046
467,"Las Vegas, Nevada",1,Dec,14,5,12,1.791759469228055
468,"Las Vegas, Nevada",2,Jan,4,16,1,2.833213344056216
469,"Las Vegas, Nevada",2,Feb,6,13,2,2.6390573296152584
470,"Las Vegas, Nevada",2,Mar,10,12,3,2.5649493574615367
471,"Las Vegas, Nevada",2,Apr,13,10,4,2.3978952727983707
472,"Las Vegas, Nevada",2,May,19,6,5,1.9459101490553132
473,"Las Vegas, Nevada",2,Jun,24,8,6,2.1972245773362196
474,"Las Vegas, Nevada",2,Jul,27,3,7,1.3862943611198906
475,"Las Vegas, Nevada",2,Aug,26,2,8,1.0986122886681098
476,"Las Vegas, Nevada",2,Sep,22,3,9,1.3862943611198906
477,"Las Vegas, Nevada",2,Oct,15,7,10,2.0794415416798357
478,"Las Vegas, Nevada",2,Nov,8,8,11,2.1972245773362196
479,"Las Vegas, Nevada",2,Dec,4,17,12,2.8903717578961645
480,"Los Angeles, California",1,Jan,20,3,1,1.3862943611198906
481,"Los Angeles, California",1,Feb,20,0,2,0.0
482,"Los Angeles, California",1,Mar,21,0,3,0.0
483,"Los Angeles, California",1,Apr,23,1,4,0.6931471805599453
484,"Los Angeles, California",1,May,24,1,5,0.6931471805599453
485,"Los Angeles, California",1,Jun,26,0,6,0.0
486,"Los Angeles, California",1,Jul,28,0,7,0.0
487,"Los Angeles, California",1,Aug,29,0,8,0.0
488,"Los Angeles, California",1,Sep,28,2,9,1.0986122886681098
489,"Los Angeles, California",1,Oct,26,1,10,0.6931471805599453
490,"Los Angeles, California",1,Nov,23,0,11,0.0
491,"Los Angeles, California",1,Dec,20,1,12,0.6931471805599453
492,"Los Angeles, California",2,Jan,9,3,1,1.3862943611198906
493,"Los Angeles, California",2,Feb,10,3,2,1.3862943611198906
494,"Los Angeles, California",2,Mar,11,2,3,1.0986122886681098
495,"Los Angeles, California",2,Apr,12,2,4,1.0986122886681098
496,"Los Angeles, California",2,May,14,6,5,1.9459101490553132
497,"Los Angeles, California",2,Jun,16,1,6,0.6931471805599453
498,"Los Angeles, California",2,Jul,18,2,7,1.0986122886681098
499,"Los Angeles, California",2,Aug,18,1,8,0.6931471805599453
500,"Los Angeles, California",2,Sep,17,0,9,0.0
501,"Los Angeles, California",2,Oct,15,2,10,1.0986122886681098
502,"Los Angeles, California",2,Nov,11,1,11,0.6931471805599453
503,"Los Angeles, California",2,Dec,9,6,12,1.9459101490553132
504,"Louisville, Kentucky",1,Jan,6,18,1,2.9444389791664403
505,"Louisville, Kentucky",1,Feb,9,11,2,2.4849066497880004
506,"Louisville, Kentucky",1,Mar,14,6,3,1.9459101490553132
507,"Louisville, Kentucky",1,Apr,20,1,4,0.6931471805599453
508,"Louisville, Kentucky",1,May,25,0,5,0.0
509,"Louisville, Kentucky",1,Jun,30,0,6,0.0
510,"Louisville, Kentucky",1,Jul,32,0,7,0.0
511,"Louisville, Kentucky",1,Aug,31,0,8,0.0
512,"Louisville, Kentucky",1,Sep,28,2,9,1.0986122886681098
513,"Louisville, Kentucky",1,Oct,21,3,10,1.3862943611198906
514,"Louisville, Kentucky",1,Nov,14,6,11,1.9459101490553132
515,"Louisville, Kentucky",1,Dec,8,8,12,2.1972245773362196
516,"Louisville, Kentucky",2,Jan,-3,42,1,3.7612001156935624
517,"Louisville, Kentucky",2,Feb,-1,29,2,3.4011973816621555
518,"Louisville, Kentucky",2,Mar,3,22,3,3.1354942159291497
519,"Louisville, Kentucky",2,Apr,9,12,4,2.5649493574615367
520,"Louisville, Kentucky",2,May,14,4,5,1.6094379124341003
521,"Louisville, Kentucky",2,Jun,19,4,6,1.6094379124341003
522,"Louisville, Kentucky",2,Jul,21,3,7,1.3862943611198906
523,"Louisville, Kentucky",2,Aug,20,2,8,1.0986122886681098
524,"Louisville, Kentucky",2,Sep,16,7,9,2.0794415416798357
525,"Louisville, Kentucky",2,Oct,9,6,10,1.9459101490553132
526,"Louisville, Kentucky",2,Nov,4,11,11,2.4849066497880004
527,"Louisville, Kentucky",2,Dec,-1,32,12,3.4965075614664802
528,"Memphis, Tennessee",1,Jan,10,3,1,1.3862943611198906
529,"Memphis, Tennessee",1,Feb,13,3,2,1.3862943611198906
530,"Memphis, Tennessee",1,Mar,18,3,3,1.3862943611198906
531,"Memphis, Tennessee",1,Apr,23,0,4,0.0
532,"Memphis, Tennessee",1,May,27,0,5,0.0
533,"Memphis, Tennessee",1,Jun,32,0,6,0.0
534,"Memphis, Tennessee",1,Jul,33,0,7,0.0
535,"Memphis, Tennessee",1,Aug,33,0,8,0.0
536,"Memphis, Tennessee",1,Sep,30,0,9,0.0
537,"Memphis, Tennessee",1,Oct,24,1,10,0.6931471805599453
538,"Memphis, Tennessee",1,Nov,17,0,11,0.0
539,"Memphis, Tennessee",1,Dec,11,6,12,1.9459101490553132
540,"Memphis, Tennessee",2,Jan,0,10,1,2.3978952727983707
541,"Memphis, Tennessee",2,Feb,2,12,2,2.5649493574615367
542,"Memphis, Tennessee",2,Mar,7,11,3,2.4849066497880004
543,"Memphis, Tennessee",2,Apr,12,2,4,1.0986122886681098
544,"Memphis, Tennessee",2,May,17,1,5,0.6931471805599453
545,"Memphis, Tennessee",2,Jun,21,0,6,0.0
546,"Memphis, Tennessee",2,Jul,23,0,7,0.0
547,"Memphis, Tennessee",2,Aug,23,2,8,1.0986122886681098
548,"Memphis, Tennessee",2,Sep,18,2,9,1.0986122886681098
549,"Memphis, Tennessee",2,Oct,12,0,10,0.0
550,"Memphis, Tennessee",2,Nov,7,5,11,1.791759469228055
551,"Memphis, Tennessee",2,Dec,2,12,12,2.5649493574615367
552,"Miami, Florida",1,Jan,25,1,1,0.6931471805599453
553,"Miami, Florida",1,Feb,26,0,2,0.0
554,"Miami, Florida",1,Mar,27,2,3,1.0986122886681098
555,"Miami, Florida",1,Apr,28,3,4,1.3862943611198906
556,"Miami, Florida",1,May,31,0,5,0.0
557,"Miami, Florida",1,Jun,32,3,6,1.3862943611198906
558,"Miami, Florida",1,Jul,33,1,7,0.6931471805599453
559,"Miami, Florida",1,Aug,33,0,8,0.0
560,"Miami, Florida",1,Sep,32,0,9,0.0
561,"Miami, Florida",1,Oct,30,1,10,0.6931471805599453
562,"Miami, Florida",1,Nov,28,0,11,0.0
563,"Miami, Florida",1,Dec,26,1,12,0.6931471805599453
564,"Miami, Florida",2,Jan,16,5,1,1.791759469228055
565,"Miami, Florida",2,Feb,17,9,2,2.302585092994046
566,"Miami, Florida",2,Mar,18,1,3,0.6931471805599453
567,"Miami, Florida",2,Apr,20,5,4,1.791759469228055
568,"Miami, Florida",2,May,23,6,5,1.9459101490553132
569,"Miami, Florida",2,Jun,24,1,6,0.6931471805599453
570,"Miami, Florida",2,Jul,25,4,7,1.6094379124341003
571,"Miami, Florida",2,Aug,25,0,8,0.0
572,"Miami, Florida",2,Sep,25,1,9,0.6931471805599453
573,"Miami, Florida",2,Oct,23,7,10,2.0794415416798357
574,"Miami, Florida",2,Nov,20,3,11,1.3862943611198906
575,"Miami, Florida",2,Dec,17,0,12,0.0
576,"Milwaukee, Wisconsin",1,Jan,-2,38,1,3.6635616461296463
577,"Milwaukee, Wisconsin",1,Feb,0,24,2,3.2188758248682006
578,"Milwaukee, Wisconsin",1,Mar,6,12,3,2.5649493574615367
579,"Milwaukee, Wisconsin",1,Apr,12,7,4,2.0794415416798357
580,"Milwaukee, Wisconsin",1,May,18,2,5,1.0986122886681098
581,"Milwaukee, Wisconsin",1,Jun,24,1,6,0.6931471805599453
582,"Milwaukee, Wisconsin",1,Jul,27,1,7,0.6931471805599453
583,"Milwaukee, Wisconsin",1,Aug,26,1,8,0.6931471805599453
584,"Milwaukee, Wisconsin",1,Sep,22,0,9,0.0
585,"Milwaukee, Wisconsin",1,Oct,15,3,10,1.3862943611198906
586,"Milwaukee, Wisconsin",1,Nov,8,7,11,2.0794415416798357
587,"Milwaukee, Wisconsin",1,Dec,0,31,12,3.4657359027997265
588,"Milwaukee, Wisconsin",2,Jan,-9,56,1,4.04305126783455
589,"Milwaukee, Wisconsin",2,Feb,-7,56,2,4.04305126783455
590,"Milwaukee, Wisconsin",2,Mar,-2,31,3,3.4657359027997265
591,"Milwaukee, Wisconsin",2,Apr,3,28,4,3.367295829986474
592,"Milwaukee, Wisconsin",2,May,8,10,5,2.3978952727983707
593,"Milwaukee, Wisconsin",2,Jun,14,5,6,1.791759469228055
594,"Milwaukee, Wisconsin",2,Jul,18,3,7,1.3862943611198906
595,"Milwaukee, Wisconsin",2,Aug,17,3,8,1.3862943611198906
596,"Milwaukee, Wisconsin",2,Sep,13,8,9,2.1972245773362196
597,"Milwaukee, Wisconsin",2,Oct,6,6,10,1.9459101490553132
598,"Milwaukee, Wisconsin",2,Nov,0,32,11,3.4965075614664802
599,"Milwaukee, Wisconsin",2,Dec,-7,63,12,4.1588830833596715
600,"Minneapolis, Minnesota",1,Jan,-5,25,1,3.258096538021482
601,"Minneapolis, Minnesota",1,Feb,-2,22,2,3.1354942159291497
602,"Minneapolis, Minnesota",1,Mar,5,8,3,2.1972245773362196
603,"Minneapolis, Minnesota",1,Apr,14,10,4,2.3978952727983707
604,"Minneapolis, Minnesota",1,May,21,1,5,0.6931471805599453
605,"Minneapolis, Minnesota",1,Jun,26,1,6,0.6931471805599453
606,"Minneapolis, Minnesota",1,Jul,29,2,7,1.0986122886681098
607,"Minneapolis, Minnesota",1,Aug,27,0,8,0.0
608,"Minneapolis, Minnesota",1,Sep,22,8,9,2.1972245773362196
609,"Minneapolis, Minnesota",1,Oct,14,9,10,2.302585092994046
610,"Minneapolis, Minnesota",1,Nov,5,14,11,2.70805020110221
611,"Minneapolis, Minnesota",1,Dec,-3,20,12,3.044522437723423
612,"Minneapolis, Minnesota",2,Jan,-14,58,1,4.07753744390572
613,"Minneapolis, Minnesota",2,Feb,-11,51,2,3.9512437185814275
614,"Minneapolis, Minnesota",2,Mar,-4,32,3,3.4965075614664802
615,"Minneapolis, Minnesota",2,Apr,3,17,4,2.8903717578961645
616,"Minneapolis, Minnesota",2,May,9,11,5,2.4849066497880004
617,"Minneapolis, Minnesota",2,Jun,15,4,6,1.6094379124341003
618,"Minneapolis, Minnesota",2,Jul,18,9,7,2.302585092994046
619,"Minneapolis, Minnesota",2,Aug,17,10,8,2.3978952727983707
620,"Minneapolis, Minnesota",2,Sep,11,6,9,1.9459101490553132
621,"Minneapolis, Minnesota",2,Oct,4,11,10,2.4849066497880004
622,"Minneapolis, Minnesota",2,Nov,-3,18,11,2.9444389791664403
623,"Minneapolis, Minnesota",2,Dec,-11,45,12,3.828641396489095
624,"Nashville, Tennessee",1,Jan,8,7,1,2.0794415416798357
625,"Nashville, Tennessee",1,Feb,11,10,2,2.3978952727983707
626,"Nashville, Tennessee",1,Mar,16,1,3,0.6931471805599453
627,"Nashville, Tennessee",1,Apr,21,3,4,1.3862943611198906
628,"Nashville, Tennessee",1,May,26,1,5,0.6931471805599453
629,"Nashville, Tennessee",1,Jun,30,2,6,1.0986122886681098
630,"Nashville, Tennessee",1,Jul,32,2,7,1.0986122886681098
631,"Nashville, Tennessee",1,Aug,32,1,8,0.6931471805599453
632,"Nashville, Tennessee",1,Sep,28,1,9,0.6931471805599453
633,"Nashville, Tennessee",1,Oct,22,1,10,0.6931471805599453
634,"Nashville, Tennessee",1,Nov,16,5,11,1.791759469228055
635,"Nashville, Tennessee",1,Dec,10,11,12,2.4849066497880004
636,"Nashville, Tennessee",2,Jan,-2,19,1,2.995732273553991
637,"Nashville, Tennessee",2,Feb,0,16,2,2.833213344056216
638,"Nashville, Tennessee",2,Mar,4,18,3,2.9444389791664403
639,"Nashville, Tennessee",2,Apr,9,12,4,2.5649493574615367
640,"Nashville, Tennessee",2,May,14,3,5,1.3862943611198906
641,"Nashville, Tennessee",2,Jun,19,4,6,1.6094379124341003
642,"Nashville, Tennessee",2,Jul,21,3,7,1.3862943611198906
643,"Nashville, Tennessee",2,Aug,20,2,8,1.0986122886681098
644,"Nashville, Tennessee",2,Sep,16,6,9,1.9459101490553132
645,"Nashville, Tennessee",2,Oct,9,12,10,2.5649493574615367
646,"Nashville, Tennessee",2,Nov,4,16,11,2.833213344056216
647,"Nashville, Tennessee",2,Dec,0,16,12,2.833213344056216
648,"New Orleans, Louisiana",1,Jan,17,5,1,1.791759469228055
649,"New Orleans, Louisiana",1,Feb,19,3,2,1.3862943611198906
650,"New Orleans, Louisiana",1,Mar,22,3,3,1.3862943611198906
651,"New Orleans, Louisiana",1,Apr,26,1,4,0.6931471805599453
652,"New Orleans, Louisiana",1,May,30,2,5,1.0986122886681098
653,"New Orleans, Louisiana",1,Jun,32,2,6,1.0986122886681098
654,"New Orleans, Louisiana",1,Jul,33,0,7,0.0
655,"New Orleans, Louisiana",1,Aug,33,0,8,0.0
656,"New Orleans, Louisiana",1,Sep,31,1,9,0.6931471805599453
657,"New Orleans, Louisiana",1,Oct,27,1,10,0.6931471805599453
658,"New Orleans, Louisiana",1,Nov,22,4,11,1.6094379124341003
659,"New Orleans, Louisiana",1,Dec,18,2,12,1.0986122886681098
660,"New Orleans, Louisiana",2,Jan,7,6,1,1.9459101490553132
661,"New Orleans, Louisiana",2,Feb,9,16,2,2.833213344056216
662,"New Orleans, Louisiana",2,Mar,12,2,3,1.0986122886681098
663,"New Orleans, Louisiana",2,Apr,16,5,4,1.791759469228055
664,"New Orleans, Louisiana",2,May,20,1,5,0.6931471805599453
665,"New Orleans, Louisiana",2,Jun,23,2,6,1.0986122886681098
666,"New Orleans, Louisiana",2,Jul,24,1,7,0.6931471805599453
667,"New Orleans, Louisiana",2,Aug,24,3,8,1.3862943611198906
668,"New Orleans, Louisiana",2,Sep,22,4,9,1.6094379124341003
669,"New Orleans, Louisiana",2,Oct,17,3,10,1.3862943611198906
670,"New Orleans, Louisiana",2,Nov,12,3,11,1.3862943611198906
671,"New Orleans, Louisiana",2,Dec,8,12,12,2.5649493574615367
672,"New York, New York",1,Jan,4,10,1,2.3978952727983707
673,"New York, New York",1,Feb,5,9,2,2.302585092994046
674,"New York, New York",1,Mar,10,4,3,1.6094379124341003
675,"New York, New York",1,Apr,16,0,4,0.0
676,"New York, New York",1,May,22,1,5,0.6931471805599453
677,"New York, New York",1,Jun,26,0,6,0.0
678,"New York, New York",1,Jul,29,0,7,0.0
679,"New York, New York",1,Aug,28,0,8,0.0
680,"New York, New York",1,Sep,24,1,9,0.6931471805599453
681,"New York, New York",1,Oct,18,2,10,1.0986122886681098
682,"New York, New York",1,Nov,12,2,11,1.0986122886681098
683,"New York, New York",1,Dec,6,7,12,2.0794415416798357
684,"New York, New York",2,Jan,-3,35,1,3.58351893845611
685,"New York, New York",2,Feb,-2,28,2,3.367295829986474
686,"New York, New York",2,Mar,2,12,3,2.5649493574615367
687,"New York, New York",2,Apr,7,5,4,1.791759469228055
688,"New York, New York",2,May,12,10,5,2.3978952727983707
689,"New York, New York",2,Jun,18,2,6,1.0986122886681098
690,"New York, New York",2,Jul,20,2,7,1.0986122886681098
691,"New York, New York",2,Aug,20,0,8,0.0
692,"New York, New York",2,Sep,16,3,9,1.3862943611198906
693,"New York, New York",2,Oct,10,7,10,2.0794415416798357
694,"New York, New York",2,Nov,5,7,11,2.0794415416798357
695,"New York, New York",2,Dec,0,22,12,3.1354942159291497
696,"Oklahoma City, Oklahoma",1,Jan,10,17,1,2.8903717578961645
697,"Oklahoma City, Oklahoma",1,Feb,13,13,2,2.6390573296152584
698,"Oklahoma City, Oklahoma",1,Mar,17,5,3,1.791759469228055
699,"Oklahoma City, Oklahoma",1,Apr,22,9,4,2.302585092994046
700,"Oklahoma City, Oklahoma",1,May,27,9,5,2.302585092994046
701,"Oklahoma City, Oklahoma",1,Jun,31,5,6,1.791759469228055
702,"Oklahoma City, Oklahoma",1,Jul,34,5,7,1.791759469228055
703,"Oklahoma City, Oklahoma",1,Aug,34,5,8,1.791759469228055
704,"Oklahoma City, Oklahoma",1,Sep,29,7,9,2.0794415416798357
705,"Oklahoma City, Oklahoma",1,Oct,23,7,10,2.0794415416798357
706,"Oklahoma City, Oklahoma",1,Nov,16,10,11,2.3978952727983707
707,"Oklahoma City, Oklahoma",1,Dec,10,15,12,2.772588722239781
708,"Oklahoma City, Oklahoma",2,Jan,-2,17,1,2.8903717578961645
709,"Oklahoma City, Oklahoma",2,Feb,0,17,2,2.8903717578961645
710,"Oklahoma City, Oklahoma",2,Mar,5,10,3,2.3978952727983707
711,"Oklahoma City, Oklahoma",2,Apr,10,10,4,2.3978952727983707
712,"Oklahoma City, Oklahoma",2,May,15,11,5,2.4849066497880004
713,"Oklahoma City, Oklahoma",2,Jun,20,11,6,2.4849066497880004
714,"Oklahoma City, Oklahoma",2,Jul,22,15,7,2.772588722239781
715,"Oklahoma City, Oklahoma",2,Aug,22,12,8,2.5649493574615367
716,"Oklahoma City, Oklahoma",2,Sep,17,10,9,2.3978952727983707
717,"Oklahoma City, Oklahoma",2,Oct,11,10,10,2.3978952727983707
718,"Oklahoma City, Oklahoma",2,Nov,4,17,11,2.8903717578961645
719,"Oklahoma City, Oklahoma",2,Dec,-1,23,12,3.1780538303479458
720,"Orlando, Florida",1,Jan,22,6,1,1.9459101490553132
721,"Orlando, Florida",1,Feb,23,3,2,1.3862943611198906
722,"Orlando, Florida",1,Mar,26,1,3,0.6931471805599453
723,"Orlando, Florida",1,Apr,28,3,4,1.3862943611198906
724,"Orlando, Florida",1,May,31,0,5,0.0
725,"Orlando, Florida",1,Jun,33,2,6,1.0986122886681098
726,"Orlando, Florida",1,Jul,33,1,7,0.6931471805599453
727,"Orlando, Florida",1,Aug,33,4,8,1.6094379124341003
728,"Orlando, Florida",1,Sep,32,1,9,0.6931471805599453
729,"Orlando, Florida",1,Oct,29,4,10,1.6094379124341003
730,"Orlando, Florida",1,Nov,26,6,11,1.9459101490553132
731,"Orlando, Florida",1,Dec,23,7,12,2.0794415416798357
732,"Orlando, Florida",2,Jan,10,13,1,2.6390573296152584
733,"Orlando, Florida",2,Feb,11,6,2,1.9459101490553132
734,"Orlando, Florida",2,Mar,13,7,3,2.0794415416798357
735,"Orlando, Florida",2,Apr,16,5,4,1.791759469228055
736,"Orlando, Florida",2,May,19,7,5,2.0794415416798357
737,"Orlando, Florida",2,Jun,22,3,6,1.3862943611198906
738,"Orlando, Florida",2,Jul,23,6,7,1.9459101490553132
739,"Orlando, Florida",2,Aug,23,5,8,1.791759469228055
740,"Orlando, Florida",2,Sep,23,3,9,1.3862943611198906
741,"Orlando, Florida",2,Oct,19,6,10,1.9459101490553132
742,"Orlando, Florida",2,Nov,15,12,11,2.5649493574615367
743,"Orlando, Florida",2,Dec,11,4,12,1.6094379124341003
744,"Philadelphia, Pennsylvania",1,Jan,5,13,1,2.6390573296152584
745,"Philadelphia, Pennsylvania",1,Feb,7,9,2,2.302585092994046
746,"Philadelphia, Pennsylvania",1,Mar,12,7,3,2.0794415416798357
747,"Philadelphia, Pennsylvania",1,Apr,18,3,4,1.3862943611198906
748,"Philadelphia, Pennsylvania",1,May,23,1,5,0.6931471805599453
749,"Philadelphia, Pennsylvania",1,Jun,28,2,6,1.0986122886681098
750,"Philadelphia, Pennsylvania",1,Jul,31,1,7,0.6931471805599453
751,"Philadelphia, Pennsylvania",1,Aug,30,3,8,1.3862943611198906
752,"Philadelphia, Pennsylvania",1,Sep,26,0,9,0.0
753,"Philadelphia, Pennsylvania",1,Oct,19,3,10,1.3862943611198906
754,"Philadelphia, Pennsylvania",1,Nov,13,3,11,1.3862943611198906
755,"Philadelphia, Pennsylvania",1,Dec,7,20,12,3.044522437723423
756,"Philadelphia, Pennsylvania",2,Jan,-4,40,1,3.713572066704308
757,"Philadelphia, Pennsylvania",2,Feb,-2,23,2,3.1780538303479458
758,"Philadelphia, Pennsylvania",2,Mar,1,20,3,3.044522437723423
759,"Philadelphia, Pennsylvania",2,Apr,7,15,4,2.772588722239781
760,"Philadelphia, Pennsylvania",2,May,12,7,5,2.0794415416798357
761,"Philadelphia, Pennsylvania",2,Jun,18,3,6,1.3862943611198906
762,"Philadelphia, Pennsylvania",2,Jul,21,2,7,1.0986122886681098
763,"Philadelphia, Pennsylvania",2,Aug,20,3,8,1.3862943611198906
764,"Philadelphia, Pennsylvania",2,Sep,16,5,9,1.791759469228055
765,"Philadelphia, Pennsylvania",2,Oct,9,14,10,2.70805020110221
766,"Philadelphia, Pennsylvania",2,Nov,4,10,11,2.3978952727983707
767,"Philadelphia, Pennsylvania",2,Dec,-1,21,12,3.091042453358316
768,"Phoenix, Arizona",1,Jan,20,5,1,1.791759469228055
769,"Phoenix, Arizona",1,Feb,22,3,2,1.3862943611198906
770,"Phoenix, Arizona",1,Mar,26,8,3,2.1972245773362196
771,"Phoenix, Arizona",1,Apr,30,2,4,1.0986122886681098
772,"Phoenix, Arizona",1,May,35,0,5,0.0
773,"Phoenix, Arizona",1,Jun,40,0,6,0.0
774,"Phoenix, Arizona",1,Jul,41,0,7,0.0
775,"Phoenix, Arizona",1,Aug,40,1,8,0.6931471805599453
776,"Phoenix, Arizona",1,Sep,38,2,9,1.0986122886681098
777,"Phoenix, Arizona",1,Oct,32,1,10,0.6931471805599453
778,"Phoenix, Arizona",1,Nov,25,8,11,2.1972245773362196
779,"Phoenix, Arizona",1,Dec,20,7,12,2.0794415416798357
780,"Phoenix, Arizona",2,Jan,8,16,1,2.833213344056216
781,"Phoenix, Arizona",2,Feb,9,9,2,2.302585092994046
782,"Phoenix, Arizona",2,Mar,12,9,3,2.302585092994046
783,"Phoenix, Arizona",2,Apr,16,5,4,1.791759469228055
784,"Phoenix, Arizona",2,May,21,2,5,1.0986122886681098
785,"Phoenix, Arizona",2,Jun,25,4,6,1.6094379124341003
786,"Phoenix, Arizona",2,Jul,28,3,7,1.3862943611198906
787,"Phoenix, Arizona",2,Aug,28,3,8,1.3862943611198906
788,"Phoenix, Arizona",2,Sep,24,1,9,0.6931471805599453
789,"Phoenix, Arizona",2,Oct,18,4,10,1.6094379124341003
790,"Phoenix, Arizona",2,Nov,11,12,11,2.5649493574615367
791,"Phoenix, Arizona",2,Dec,7,15,12,2.772588722239781
792,"Pittsburgh, Pennsylvania",1,Jan,2,12,1,2.5649493574615367
793,"Pittsburgh, Pennsylvania",1,Feb,4,11,2,2.4849066497880004
794,"Pittsburgh, Pennsylvania",1,Mar,10,7,3,2.0794415416798357
795,"Pittsburgh, Pennsylvania",1,Apr,17,5,4,1.791759469228055
796,"Pittsburgh, Pennsylvania",1,May,22,1,5,0.6931471805599453
797,"Pittsburgh, Pennsylvania",1,Jun,26,1,6,0.6931471805599453
798,"Pittsburgh, Pennsylvania",1,Jul,28,0,7,0.0
799,"Pittsburgh, Pennsylvania",1,Aug,27,1,8,0.6931471805599453
800,"Pittsburgh, Pennsylvania",1,Sep,24,0,9,0.0
801,"Pittsburgh, Pennsylvania",1,Oct,17,3,10,1.3862943611198906
802,"Pittsburgh, Pennsylvania",1,Nov,11,5,11,1.791759469228055
803,"Pittsburgh, Pennsylvania",1,Dec,4,13,12,2.6390573296152584
804,"Pittsburgh, Pennsylvania",2,Jan,-6,61,1,4.127134385045092
805,"Pittsburgh, Pennsylvania",2,Feb,-5,44,2,3.8066624897703196
806,"Pittsburgh, Pennsylvania",2,Mar,-1,28,3,3.367295829986474
807,"Pittsburgh, Pennsylvania",2,Apr,5,5,4,1.791759469228055
808,"Pittsburgh, Pennsylvania",2,May,10,3,5,1.3862943611198906
809,"Pittsburgh, Pennsylvania",2,Jun,15,2,6,1.0986122886681098
810,"Pittsburgh, Pennsylvania",2,Jul,17,3,7,1.3862943611198906
811,"Pittsburgh, Pennsylvania",2,Aug,16,1,8,0.6931471805599453
812,"Pittsburgh, Pennsylvania",2,Sep,12,4,9,1.6094379124341003
813,"Pittsburgh, Pennsylvania",2,Oct,6,6,10,1.9459101490553132
814,"Pittsburgh, Pennsylvania",2,Nov,2,7,11,2.0794415416798357
815,"Pittsburgh, Pennsylvania",2,Dec,-4,33,12,3.5263605246161616
816,"Portland, Oregon",1,Jan,8,11,1,2.4849066497880004
